candidate_fingerprint,candidate_line,brand_raw,model_raw,model_year_raw,trim_raw,status_raw,brand_id,model_ids,method,review_id
41aafa3c5b53,307,KGM,Actyon,2026,High Line/Top Line (2 trims),CONFIRMED_MATCH_ALL_SOURCES,kgm,kgm/actyon,exact_normalized,
5ecaed093d35,308,Opel,Frontera,2027,Luxury (1 trim),CONFIRMED_MATCH_ALL_SOURCES,opel,opel/frontera,exact_normalized,
cf5762ac9c1f,309,Opel,Corsa,2026,Sport Topline Plus (1 trim),CONFIRMED_MATCH_ALL_SOURCES,opel,opel/corsa,exact_normalized,
47555ad47677,310,Opel,Crossland,2025,Top Line (1 trim),MODEL_DISCOVERY,opel,opel/crossland,exact_normalized,
6cd496fa25b5,311,Opel,Mokka,2026,Black Edition (1 trim),CONFIRMED_MATCH_ALL_SOURCES,opel,opel/mokka,exact_normalized,
50512150a727,312,Opel,Grandland,2026,Highline+/Top Line/Top Line+ (3 trims),PRICE_CONFLICT/NAMING_DIFFERENCE,opel,opel/grandland,exact_normalized,
0a0511e457ea,313,Xpeng,M03,2026,Premium/Premium Plus (2 trims),CONFIRMED_MATCH_ALL_SOURCES/NAMING_DIFFERENCE,xpeng,xpeng/m03,exact_normalized,
b909d34d650b,314,Xpeng,P7,2026,Flagship (1 trim),CONFIRMED_MATCH_ALL_SOURCES/NAMING_DIFFERENCE,xpeng,xpeng/p7,exact_normalized,
dec7290ed459,315,Xpeng,G6,2026,STANDARD RANGE (1 trim),CONFIRMED_MATCH_ALL_SOURCES,xpeng,xpeng/g6,exact_normalized,
029b52430987,316,Xpeng,G9,2026,Long Range/Long Range+Nappa/Performance (3 trims),CONFIRMED_MATCH_ALL_SOURCES,xpeng,xpeng/g9,exact_normalized,
e64cb75cced0,317,Chevrolet,Optra,2027,Ls/Lt (2 trims),CONFIRMED_MATCH_ALL_SOURCES,chevrolet,chevrolet/optra,exact_normalized,
1d6a6ef94dad,318,Chevrolet,Spark EV,2026,ACTIV (1 trim),MODEL_DISCOVERY,chevrolet,chevrolet/spark-ev,exact_normalized,
b7ce1ebb723d,319,Chevrolet,Captiva,2026,LV3/LV3 7-seat (2 trims),DATA_QUALITY_FLAG/PRICE_CONFLICT,chevrolet,chevrolet/captiva,exact_normalized,
5deaeec621d3,320,Chevrolet,Captiva EV,2026,Premier (1 trim),PRICE_CONFLICT,chevrolet,chevrolet/captiva-ev,exact_normalized,
1c0059811b70,321,Deepal,S 05,2026,REEV/BEV (2 trims),CONFIRMED_MATCH_ALL_SOURCES,deepal,deepal/s-05,exact_normalized,
c2a9f2f463fc,322,Deepal,S 07,2026,REEV/BEV (2 trims),CONFIRMED_MATCH_ALL_SOURCES,deepal,deepal/s-07,exact_normalized,
96ccb1baf394,323,Deepal,G318,2026,Premium/ADVENTURE (2 trims),CONFIRMED_MATCH_ALL_SOURCES,deepal,deepal/g318,exact_normalized,
fc8cb11b0ee9,324,Volkswagen,Golf,2025,Life (1 trim),CONFIRMED_MATCH_ALL_SOURCES,volkswagen,volkswagen/golf,exact_normalized,
efb6146f01c3,325,Volkswagen,T-Roc,2026,R-Line (1 trim),CONFIRMED_MATCH_ALL_SOURCES,volkswagen,volkswagen/t-roc,exact_normalized,
b3d7cac37651,326,Volkswagen,Tiguan,2026,R-Line (1 trim),CONFIRMED_MATCH_ALL_SOURCES,volkswagen,volkswagen/tiguan,exact_normalized,
9584a0571209,327,Volkswagen,Tiguan,2025,R-Line (1 trim),SINGLE_SOURCE/MODEL_YEAR_CONFLICT,volkswagen,volkswagen/tiguan,exact_normalized,
cfeafb244cf6,328,Volkswagen,Tayron,2026,base (1 trim),CONFIRMED_MATCH_ALL_SOURCES,volkswagen,volkswagen/tayron,exact_normalized,
1feb96ef25fb,329,Volkswagen,Touareg,2026,R-Line (1 trim),MODEL_YEAR_CONFLICT,volkswagen,volkswagen/touareg,exact_normalized,
578657346b54,330,Cadillac,Optiq,2026,Luxury (1 trim),PRICE_CONFLICT,cadillac,cadillac/optiq,exact_normalized,
6f7c87caba87,331,Cadillac,Lyriq,2026,Signature (1 trim),PRICE_CONFLICT,cadillac,cadillac/lyriq,exact_normalized,
277a85ac5d96,332,Cadillac,Vistiq,2026,Luxury (1 trim),CONFIRMED_MATCH_ALL_SOURCES,cadillac,cadillac/vistiq,exact_normalized,
27826dc7e8ae,333,Cadillac,Escalade,2026,Luxury IQ/Premium IQL (2 trims),CONFIRMED_MATCH_ALL_SOURCES/NAMING_DIFFERENCE,cadillac,cadillac/escalade,exact_normalized,
bbc143254777,334,Bestune,T55,2025,PREMIUM PLUS (1 trim),CONFIRMED_MATCH_ALL_SOURCES,bestune,bestune/t55,exact_normalized,
51f9fdbbfc5c,335,Bestune,T77 Pro,2025,Premium (1 trim),PRICE_CONFLICT/NAMING_DIFFERENCE,bestune,bestune/t77-pro,exact_normalized,
d0e2bd3c6c4e,336,Bestune,B70S,2025,Premium (1 trim),MODEL_DISCOVERY,bestune,bestune/b70s,exact_normalized,
40a5d4856700,337,Bestune,B70,2025,Deluxe (1 trim),PRICE_CONFLICT,bestune,bestune/b70,exact_normalized,
90f2cc4e79fa,338,Ds,Ds4,2025,Trocadero/Performance Line (2 trims),PRICE_CONFLICT/CONFIRMED_STALE_SOURCE,ds,ds/ds4,exact_normalized,
82ff0aa8e829,339,Ds,DS7,2025,pallas/Etoile (2 trims),CONFIRMED_MATCH_ALL_SOURCES,ds,ds/ds7,exact_normalized,
ccd5a22af914,340,Jaguar,XE,2021,R Sport,DATA_QUALITY_FLAG / SINGLE_SOURCE,jaguar,jaguar/xe,exact_normalized,
1fbbad2ec056,341,Jaguar,F-Pace,2021/2024,P250 R Dynamic,DATA_QUALITY_FLAG,jaguar,jaguar/f-pace,exact_normalized,
29d2cb110f58,342,Jaguar,XF,2021,P250 R Dynamic AWD,DATA_QUALITY_FLAG / SINGLE_SOURCE,jaguar,jaguar/xf,exact_normalized,
d62cc3acf0df,343,Jaguar,F-Type,2021,P300 R Dynamic (Convertible),DATA_QUALITY_FLAG / SINGLE_SOURCE,jaguar,jaguar/f-type,exact_normalized,
cf35be75c7c4,344,Rox,01,2026,Family 7 Seats,CONFIRMED_MATCH_ALL_SOURCES,rox,rox/01,exact_normalized,
214d7cd2ed42,345,Rox,01,2026,Aviation 6 Seats,CONFIRMED_MATCH_ALL_SOURCES,rox,rox/01,exact_normalized,
1534882a126c,346,Rox,01,2025,Unspecified,MODEL_YEAR_CONFLICT / MODEL_DISCOVERY,rox,rox/01,exact_normalized,
188f2e1d9172,347,Rox,01,2026,Imported,DATA_QUALITY_FLAG / SINGLE_SOURCE,rox,rox/01,exact_normalized,
72ed0407eba5,348,Rox,Adamas,2026,Couch,CONFIRMED_MATCH_ALL_SOURCES,rox,rox/adamas,exact_normalized,
e6f8c1dad4b9,349,Rox,Adamas,2026,First Class,CONFIRMED_MATCH_ALL_SOURCES,rox,rox/adamas,exact_normalized,
b6d99e87eecb,350,Vgv,U70 Pro,2024/2025,Top Line,PRICE_CONFLICT / MODEL_YEAR_CONFLICT,vgv,vgv/u70-pro,exact_normalized,
cb9d4024029b,351,Vgv,U70P Plus,2025,Highline,PRICE_CONFLICT,vgv,vgv/u70p-plus,exact_normalized,
b5244d88f84f,352,Vgv,U70Pro Plus,2025,Top Line,MODEL_DISCOVERY,vgv,vgv/u70pro-plus,exact_normalized,
9f73775e54b8,353,Vgv,U70Pro Plus,2025,Flagship,MODEL_DISCOVERY,vgv,vgv/u70pro-plus,exact_normalized,
a855b81650f6,354,Dfsk,E5,2027,Automatic,CONFIRMED_MATCH_ALL_SOURCES,dfsk,dfsk/e5,exact_normalized,
09c0b3ab71b2,355,Dfsk,E5,2026,REEV,CONFIRMED_STALE_SOURCE,dfsk,dfsk/e5,exact_normalized,
f0c58f38ad20,356,Dfsk,600,2026,1.5T A/T,CONFIRMED_MATCH_ALL_SOURCES,dfsk,dfsk/600,exact_normalized,
efd1af55a6b2,357,Dfsk,600,2026,1.5T A/T (Info panel figure),DATA_QUALITY_FLAG,dfsk,dfsk/600,exact_normalized,
d85cf57d1e4f,358,Dfsk,E5 Plus,2027,Automatic,CONFIRMED_MATCH_ALL_SOURCES,dfsk,dfsk/e5-plus,exact_normalized,
887366b700fd,359,Dfsk,E5 Plus,2026,REEV,CONFIRMED_STALE_SOURCE,dfsk,dfsk/e5-plus,exact_normalized,
665674cde40a,360,Honda,ZRV,2024/2026,EX / Automatic,PRICE_CONFLICT / MODEL_YEAR_CONFLICT,honda,honda/zr-v,exact_normalized,
a8fab35f85fc,361,Honda,Accord,2022/2024,EX Turbo / Automatic,PRICE_CONFLICT / MODEL_YEAR_CONFLICT,honda,honda/accord,exact_normalized,
56cda5aa078b,362,Honda,CRV,2024/2025,Automatic,DATA_QUALITY_FLAG / SINGLE_SOURCE,honda,honda/cr-v,exact_normalized,
9a5bcfed5df7,363,Honda,e:NP2,2025/2026,Other Trims,MODEL_DISCOVERY,honda,honda/e-np2,exact_normalized,
203e176005a6,364,Honda,HR-V,2024,Other Trims,MODEL_DISCOVERY,honda,honda/hr-v,exact_normalized,
c96c52bbb958,365,Hongqi,Ousado,2026,Luxury,CONFIRMED_MATCH_ALL_SOURCES,hongqi,hongqi/ousado,exact_normalized,
80f533c6dbc3,366,Hongqi,Ousado,2026,Comfort,MODEL_DISCOVERY,hongqi,hongqi/ousado,exact_normalized,
176ccccd3031,367,Hongqi,HS3,2026,Luxury,PRICE_CONFLICT,hongqi,hongqi/hs3,exact_normalized,
06526cbd8e1e,368,Hongqi,E-HS9,2026,Luxury / Executive,CONFIRMED_MATCH_ALL_SOURCES / NAMING_DIFFERENCE,hongqi,hongqi/e-hs9,exact_normalized,
219746722315,369,Hongqi,EH7,2026,BEV,MODEL_DISCOVERY,hongqi,hongqi/eh7,exact_normalized,
2082fdb886cf,370,Hongqi,EHS7,2026,BEV,MODEL_DISCOVERY,hongqi,hongqi/ehs7,exact_normalized,
84cc0914fb73,371,Hongqi,H9,2026,Unspecified (3 trims),MODEL_DISCOVERY / DATA_QUALITY_FLAG,hongqi,hongqi/h9,exact_normalized,
f9171c27e0c4,372,li-auto,L6,2026,Pro,SINGLE_SOURCE/NO_CROSS_CHECK,li-auto,li-auto/l6,exact_normalized,
a4b22ea258eb,373,li-auto,L7,2026,Ultra,SINGLE_SOURCE/NO_CROSS_CHECK,li-auto,li-auto/l7,exact_normalized,
56a6775f36b1,374,li-auto,L9,2026,Ultra,SINGLE_SOURCE/NO_CROSS_CHECK,li-auto,li-auto/l9,exact_normalized,
f55b8ca0106b,375,Maserati,Grecale,2024/2025,Modena / Unspecified,DATA_QUALITY_FLAG / MODEL_YEAR_CONFLICT,maserati,maserati/grecale,exact_normalized,
8969883c15d6,376,Maserati,GranTurismo,2024,Trim 1 / Trim 2 (unnamed),DATA_QUALITY_FLAG,maserati,maserati/granturismo,exact_normalized,
a8c78ce8c689,377,Maserati,Levante,2019,Unspecified,DATA_QUALITY_FLAG / SINGLE_SOURCE,maserati,maserati/levante,exact_normalized,
0dc483fb0678,378,Maserati,Ghibli,2025,"Unspecified, Imported Specs",MODEL_DISCOVERY,maserati,maserati/ghibli,exact_normalized,
fddea333bdfa,379,Mazda,Cx 3,2026,Highline,PRICE_CONFLICT,mazda,mazda/cx-3,exact_normalized,
d9809d66273b,380,Mazda,3,2026,Highline Sedan,CONFIRMED_MATCH_ALL_SOURCES,mazda,mazda/3,exact_normalized,
739c35829628,381,Mazda,3,2026,Highline Hatchback,CONFIRMED_MATCH_ALL_SOURCES,mazda,mazda/3,exact_normalized,
e99d8f50600f,382,Fiat,Tipo,2026,Entry Plus / base,PRICE_CONFLICT,fiat,fiat/tipo,exact_normalized,
325cefc4c54e,383,Fiat,500X,2026,Cross,CONFIRMED_MATCH_ALL_SOURCES,fiat,fiat/500x,exact_normalized,
72e2f53ff67f,384,Fiat,E-Ulysee,2026,Unspecified,MODEL_DISCOVERY,fiat,fiat/e-ulysee,exact_normalized,
a51848d205da,385,iCAUR,V27,2027,Play,CONFIRMED_MATCH_ALL_SOURCES,icaur,icaur/v27,exact_normalized,
20ecf195a957,386,iCAUR,V27,2027,Wild,CONFIRMED_MATCH_ALL_SOURCES,icaur,icaur/v27,exact_normalized,
07b79a326067,387,Lotus,Eletre,2024,Other Trims,DATA_QUALITY_FLAG,lotus,lotus/eletre,exact_normalized,
f85e5d370e03,388,Lotus,Emeya,2024/2025,Unspecified (3 trims),DATA_QUALITY_FLAG / MODEL_YEAR_CONFLICT,lotus,lotus/emeya,exact_normalized,
fc580d6681bf,389,Voyah,Free,2026,Luxury / Signature,CONFIRMED_MATCH_ALL_SOURCES / NAMING_DIFFERENCE,voyah,voyah/free,exact_normalized,
03858ece9309,390,Voyah,Dream,2026,Premium / Signature,CONFIRMED_MATCH_ALL_SOURCES / NAMING_DIFFERENCE,voyah,voyah/dream,exact_normalized,
817937d9101e,391,Voyah,Passion,2026,PHEV 1260,MODEL_DISCOVERY,voyah,voyah/passion,exact_normalized,
1a670770c77e,392,BAW,M7,2027,Manual,CONFIRMED_MATCH_ALL_SOURCES,baw,baw/m7,exact_normalized,
9023991aadf9,393,BAW,212 T01,2025,Other Trims,MODEL_DISCOVERY,baw,baw/212-t01,exact_normalized,
f9af9e8945d5,394,Jeep,Grand Cherokee (L),2025,Limited L 4x4 / Automatic,CONFIRMED_MATCH_ALL_SOURCES / NAMING_DIFFERENCE,jeep,jeep/grand-cherokee-l,exact_normalized,
df7daffa2434,395,Jeep,Grand Cherokee,2025,3.6 A/T Limited L 4x4 (Info panel),CONFIRMED_STALE_SOURCE,jeep,jeep/grand-cherokee,exact_normalized,
5c43b781a488,396,MHERO,1,2026,Premium,SINGLE_SOURCE/NO_CROSS_CHECK,mhero,mhero/1,exact_normalized,
ae45e77d393e,397,Proton,Saga,2027,Premium,PRICE_CONFLICT,proton,proton/saga,exact_normalized,
071bdaa508dd,398,Subaru,XV Crosstrek / Crosstrek,2024/2026,2.0 A/T,PRICE_CONFLICT / MODEL_YEAR_CONFLICT / NAMING_DIFFERENCE,subaru,subaru/crosstrek;subaru/xv-crosstrek,unresolved,R-db75dd1176e6
f71e6cabec88,399,Subaru,Forester,2024,2.0 A/T SUV,MODEL_DISCOVERY,subaru,subaru/forester,exact_normalized,
9fd3aaf36cf7,400,Hyundai,Avante,2023,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,hyundai,hyundai/avante,exact_normalized,
fbe79ad3a5c6,401,Hyundai,Elantra,2027,Unspecified trim,CONFIRMED_MATCH / DUPLICATE (reconciled),hyundai,hyundai/elantra,exact_normalized,
57790c66031e,402,Hyundai,Ioniq,2025,Unspecified trim,MODEL_DISCOVERY,hyundai,hyundai/ioniq,exact_normalized,
b73d2a75548e,403,Hyundai,Tucson NX4e,2027,REDLINE (N Pack),PRICE_CONFLICT (reconciled),hyundai,hyundai/tucson-nx4e,exact_normalized,
a0a349e18773,404,Jetour,X70,2026,Comfort - FL,PRICE_CONFLICT / MODEL_YEAR_CONFLICT (reconciled),jetour,jetour/x70,exact_normalized,
cc09c305883e,405,Kia,Carens,2026,Unspecified trim,MODEL_DISCOVERY,kia,kia/carens,exact_normalized,
d3ad74fa423d,406,Kia,K3,2023,Unspecified trim,MODEL_DISCOVERY,kia,kia/k3,exact_normalized,
3467f15a4634,407,Skoda,Octavia A8,2026,Selection Suite,PRICE_CONFLICT (reconciled),skoda,skoda/octavia-a8,exact_normalized,
a7116f240e14,408,Chevrolet,Camaro,2023,Unspecified trim,MODEL_DISCOVERY,chevrolet,chevrolet/camaro,exact_normalized,
391eaf4f0254,409,Changan,CS55,2027,Unspecified trim,MODEL_DISCOVERY / NAMING_DIFFERENCE,changan,changan/cs55,exact_normalized,
625cc472c873,410,Renault,Sandero,2022,1.6 A/T Dynamic,MODEL_DISCOVERY,renault,renault/sandero,exact_normalized,
5ddf4bf4eaf6,411,Renault,Sandero Stepway,2023,1.6 A/T SW,MODEL_DISCOVERY,renault,renault/sandero-stepway,exact_normalized,
80ec0e619b39,412,Volkswagen,Passat,2026,Unspecified trim,MODEL_DISCOVERY,volkswagen,volkswagen/passat,exact_normalized,
11cf793ac407,413,Mitsubishi,L200,2027,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,mitsubishi,mitsubishi/l200,exact_normalized,
3d1c93d0ea96,414,Mitsubishi,Outlander,2026,Unspecified trim,MODEL_DISCOVERY,mitsubishi,mitsubishi/outlander,exact_normalized,
244a4b67c19b,415,BYD,Destroyer 05,2025,Unspecified trim,MODEL_DISCOVERY,byd,byd/destroyer-05,exact_normalized,
644f03494a29,416,BYD,Leopard 8,2025,Unspecified trim,MODEL_DISCOVERY,byd,byd/leopard-8,exact_normalized,
76744722fa81,417,BYD,Qin,2025,Unspecified trim,MODEL_DISCOVERY,byd,byd/qin,exact_normalized,
d0b3c8a6f070,418,BYD,Seagull,2025,Unspecified trim,MODEL_DISCOVERY,byd,byd/seagull,exact_normalized,
bb58f5a38030,419,BYD,Song L DM-i,2025,Unspecified trim,MODEL_DISCOVERY,byd,byd/song-l-dm-i,exact_normalized,
a0ad8c0d47e6,420,BYD,Song Plus,2024,Unspecified trim,MODEL_DISCOVERY,byd,byd/song-plus,exact_normalized,
b220bcefd49d,421,Geely,Emgrand 7,2027,Unspecified trim,MODEL_DISCOVERY,geely,geely/emgrand-7,exact_normalized,
e02701d6ab95,422,BMW,iX3 Neue Klasse,2026 vs 2027,50 xDrive M Sport (Info) vs unnamed 1-trim catalogue,PRICE_CONFLICT / MODEL_YEAR_CONFLICT,bmw,bmw/ix3-neue-klasse,exact_normalized,
1a9ce9aa0ce6,423,BMW,530i,2026,"Available Models catalogue (2 trims, unnamed)",MODEL_DISCOVERY,bmw,bmw/530i,exact_normalized,
238a6570cd2c,424,BMW,750Li,2022,Unspecified trim,MODEL_DISCOVERY,bmw,bmw/750li,exact_normalized,
cce87e93bf8b,425,BMW,Z4,2026,Unspecified trim,MODEL_DISCOVERY,bmw,bmw/z4,exact_normalized,
b897f27357cc,426,BMW,iX2,2026,eDrive20 M Sport,CONFIRMED_MATCH (Info vs Available Models),bmw,bmw/ix2,exact_normalized,
4b4471d0acba,427,BMW,iX3,2026,30 xDrive,MODEL_DISCOVERY (reconciled),bmw,bmw/ix3,exact_normalized,
701667867492,428,Fiat,500,2026,Unspecified trim,MODEL_DISCOVERY,fiat,fiat/500,exact_normalized,
46f295b1a901,429,Suzuki,Celerio,2022,1.0 M/T GA,MODEL_DISCOVERY,suzuki,suzuki/celerio,exact_normalized,
6001d23f6c2c,430,Suzuki,Ciaz,2024,1.5 A/T GLX Screen,MODEL_DISCOVERY,suzuki,suzuki/ciaz,exact_normalized,
070a0db48882,431,Haval,Jolion CKD,2027,Unspecified trim,MODEL_DISCOVERY,haval,haval/jolion-ckd,exact_normalized,
f5029ebdeaa6,432,Opel,Vectra,2022,Unspecified trim,MODEL_DISCOVERY,opel,opel/vectra,exact_normalized,
38fcbe3ed764,433,GAC,Aion Y,2026,BEV AION Y PLUS,CONFIRMED_MATCH (Info vs Available Models),gac,gac/aion-y,exact_normalized,
ec0336e2fd93,434,JAC,JS2,2026,Smart,MODEL_DISCOVERY,jac,jac/js2,exact_normalized,
28fe65d9cfe7,435,Audi,Q4 e-Tron,2025,Unspecified trim,MODEL_DISCOVERY,audi,audi/q4-e-tron,exact_normalized,
975159400537,436,Audi,Q5,2025,Unspecified trim,MODEL_DISCOVERY,audi,audi/q5,exact_normalized,
0bc6fdf271dc,437,Audi,SQ7,2023,Unspecified trim,MODEL_DISCOVERY,audi,audi/sq7,exact_normalized,
50927e32aee9,438,Kaiyi,X3,2026,Unspecified trim,MODEL_DISCOVERY,kaiyi,kaiyi/x3,exact_normalized,
9f17dd6075fc,439,Forthing,T5 Evo,2027,Unspecified trim,MODEL_DISCOVERY,forthing,forthing/t5-evo,exact_normalized,
36984230b519,440,Forthing,T5 Friday,2027,REEV,MODEL_DISCOVERY,forthing,forthing/t5-friday,exact_normalized,
4f65fdfd21c4,441,Cadillac,Escalade IQ,2026,Premium Sport AWD,MODEL_DISCOVERY,cadillac,cadillac/escalade-iq,exact_normalized,
e0f6c4c7b35e,442,Cadillac,Escalade IQL,2026,Unspecified trim,MODEL_DISCOVERY,cadillac,cadillac/escalade-iql,exact_normalized,
058af47162d7,443,Zeekr,007,2026,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,zeekr,zeekr/007,exact_normalized,
75f96a3ce57d,444,Zeekr,9X,2026,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,zeekr,zeekr/9x,exact_normalized,
c5df07e76a3c,445,Avatr,06,2026,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,avatr,avatr/06,exact_normalized,
f12d23837890,446,XPENG,X9,2026,Flagship,MODEL_DISCOVERY,xpeng,xpeng/x9,exact_normalized,
181e961150cc,447,XPENG,G7,2027,Unspecified trim,MODEL_DISCOVERY,xpeng,xpeng/g7,exact_normalized,
87a16ee94dd0,448,XPENG,GX,2026,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,xpeng,xpeng/gx,exact_normalized,
c604289b02a0,449,XPENG,Mona L03,2026,Unspecified trim,MODEL_DISCOVERY / NAMING_DIFFERENCE,xpeng,xpeng/mona-l03,exact_normalized,
87eaccea79ab,450,Xiaomi,YU7,2025,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,xiaomi,xiaomi/yu7,exact_normalized,
bc20de75201b,451,GMC,Yukon,2025,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,gmc,gmc/yukon,exact_normalized,
555053267c07,452,GMC,Sierra,2026,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,gmc,gmc/sierra,exact_normalized,
ed88cb3cb288,453,Tesla,Model Y,2027,Unspecified trim,MODEL_DISCOVERY / DATA_QUALITY_FLAG,tesla,tesla/model-y,exact_normalized,
00e82f98fc0a,454,Ford,Mustang,2025,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,ford,ford/mustang,exact_normalized,
fdfdf59626db,455,GMC,Terrain,2026,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,gmc,gmc/terrain,exact_normalized,
2430f108ff02,456,Hummer,Hummer EV SUV,2026,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,hummer,hummer/hummer-ev-suv,exact_normalized,
12d7b3c02a7f,457,Isuzu,Dmax,2026,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,isuzu,isuzu/dmax,exact_normalized,
ce96e01ec070,458,JMC,Boarding,2027,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,jmc,jmc/boarding,exact_normalized,
eea7e755447f,459,Jaecoo,J7,2027,Unspecified trim,SINGLE_SOURCE / DATA_QUALITY_FLAG,jaecoo,jaecoo/j7,exact_normalized,
8f0eede71c7a,460,Lexus,LX600,2025,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,lexus,lexus/lx600,exact_normalized,
dd4b90ff7f46,461,Omoda,C5,2027,Unspecified trim,SINGLE_SOURCE / DATA_QUALITY_FLAG,omoda,omoda/c5,exact_normalized,
e79ff6d3aeca,462,Range Rover,Evoque,2024,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,range-rover,range-rover/evoque,exact_normalized,
d57e72de1132,463,Rolls Royce,Cullinan,2023,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,rolls-royce,rolls-royce/cullinan,exact_normalized,
d9cfef2bacb9,464,Tesla,Cybertruck,2025,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,tesla,tesla/cybertruck,exact_normalized,
0163568c2eb7,465,Dodge,Charger,2026,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,dodge,dodge/charger,exact_normalized,
bd3fa8e656b1,466,Xiaomi,SU7,2026,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,xiaomi,xiaomi/su7,exact_normalized,
e70994ead1ff,467,BAK,Golf Cart,2026,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,bak,bak/golf-cart,exact_normalized,
8b6a35c9c19c,468,Dongfeng Aeolus,Huge Hybrid,2024 vs 2025,1.5 A/T Hybrid (Info) vs unnamed 2-trim catalogue,PRICE_CONFLICT / MODEL_YEAR_CONFLICT,dongfeng-aeolus,dongfeng-aeolus/huge-hybrid,exact_normalized,
6d47fbbf871b,469,Golf Car,Club Car,2026,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,golf-car,golf-car/club-car,exact_normalized,
cb0137d09a5f,470,KYC,V3,2026,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,kyc,kyc/v3,exact_normalized,
e90a4089d1c8,471,Rehigh,RH6,2026,Nobel Version RWD,CONFIRMED_MATCH (Info vs Available Models) / NO_CROSS_CHECK vs Hatla2ee,rehigh,rehigh/rh6,exact_normalized,
15702b759fc1,472,Rehigh,RH6,2026,Luxury Version AWD,CONFIRMED_MATCH (Info vs Available Models) / NO_CROSS_CHECK vs Hatla2ee,rehigh,rehigh/rh6,exact_normalized,
2dbb5819a91e,473,Rely,R8,2026,Standard,CONFIRMED_MATCH (Info vs Available Models) / NO_CROSS_CHECK vs Hatla2ee,rely,rely/r8,exact_normalized,
ac0942a9359d,474,Rely,R8,2026,Comfort,CONFIRMED_MATCH (Info vs Available Models) / NO_CROSS_CHECK vs Hatla2ee,rely,rely/r8,exact_normalized,
d66a74b04330,475,Sandstorm,S24,2026,Double Cab 4x4,CONFIRMED_MATCH (Info vs Available Models) / NO_CROSS_CHECK vs Hatla2ee,sandstorm,sandstorm/s24,exact_normalized,
93712eb1def7,476,Shineray,X30,2027,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,shineray,shineray/x30,exact_normalized,
7301b0186c6d,477,Speranza,Tiggo,2026,Unspecified trim,SINGLE_SOURCE / NO_CROSS_CHECK,speranza,speranza/tiggo,exact_normalized,
31c6122c6309,478,Wingamm,Oasi 540,2024,2.2 JTD,CONFIRMED_MATCH (Info vs Available Models) / NO_CROSS_CHECK vs Hatla2ee,wingamm,wingamm/oasi-540,exact_normalized,
6d08bed47e10,479,Mercedes,C200,2026,Sport (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/c200,exact_normalized,
ab206d1c45d4,480,Mercedes,C180,2026,Avantgarde/Sport (2 trims),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/c180,exact_normalized,
8ef967fcd453,481,Mercedes,CLE 200,2025,Sport-Coupe/Sport-Cabriolet (2 trims),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/cle-200,exact_normalized,
383b1719b7de,482,Mercedes,E200,2026,Avantgarde/Sport/Exclusive (3 trims),DATA_QUALITY_FLAG,mercedes,mercedes/e200,exact_normalized,
a63e0ff67ad1,483,Mercedes,GLC 200,2026,4M SUV-Sport/4M COUPE-Sport (2 trims),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/glc-200,exact_normalized,
6bbec17c82bb,484,Mercedes,EQS SUV,2025,EQS 500 4M/EQS 680 4M Maybach/EQS 680 4M Maybach Night Series (3 trims),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/eqs-suv,exact_normalized,
b8b3ee4c5c3e,485,Mercedes,EQA 260,2025,Unspecified (1 trim),DATA_QUALITY_FLAG,mercedes,mercedes/eqa-260,exact_normalized,
2407cd593424,486,Mercedes,B 200,2026,Unspecified (1 trim),SINGLE_SOURCE/NO_HATLA2EE_CHECK,mercedes,mercedes/b-200,exact_normalized,
